O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value
51-4052.00,"Pourers and Casters, Metal",2.5,3.0,2.0,2.62,1.62,1.12,3.0,2.12,2.12,3.0,2.12,2.62,2.12,2.12,2.12,2.12,2.12,1.0,0.5,2.12,0.25,0.25,3.12,3.0,2.75,2.75,2.25,3.0,3.0,1.25,1.5,2.25,0.75,1.0,1.75,
51-4061.00,"Model Makers, Metal and Plastic",3.0,2.88,2.62,2.62,2.88,1.25,3.0,2.88,2.0,3.0,2.62,2.88,1.88,1.38,2.12,1.5,2.75,2.5,1.88,3.0,0.38,0.88,3.12,3.25,2.62,3.12,2.62,3.12,2.88,1.12,1.88,3.0,0.88,1.38,1.75,
51-4062.00,"Patternmakers, Metal and Plastic",3.0,2.88,2.12,2.88,2.38,0.5,3.0,2.25,2.0,3.12,2.5,2.62,1.75,1.75,2.25,1.75,2.75,2.38,1.75,1.88,0.5,1.25,3.12,3.0,2.12,2.0,1.88,3.25,2.5,2.0,2.12,2.5,0.25,0.38,1.75,
51-4071.00,Foundry Mold and Coremakers,1.88,2.25,1.62,1.88,1.62,0.25,2.5,1.75,1.38,2.62,2.12,2.5,1.25,1.12,2.12,1.25,2.0,0.88,0.5,1.5,0.0,0.0,2.38,2.25,1.12,2.12,1.25,2.38,2.25,1.0,1.0,2.5,0.5,0.62,1.62,
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.0,3.0,2.5,2.38,2.12,0.25,2.62,2.25,2.25,3.0,2.12,2.0,2.0,2.0,2.12,1.62,2.25,1.62,0.5,2.0,1.12,0.5,3.88,3.75,2.75,2.75,2.62,3.12,2.25,1.12,1.75,2.38,0.62,0.5,2.12,
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.0,3.0,2.75,2.88,2.12,0.38,3.12,2.88,2.75,3.0,2.38,2.88,2.38,2.12,2.88,2.12,3.0,1.88,1.25,2.38,1.75,1.12,4.0,3.12,3.12,3.0,3.0,3.5,3.0,2.25,2.12,2.88,1.0,1.0,2.0,
51-4111.00,Tool and Die Makers,3.12,3.0,2.5,2.75,2.88,1.25,3.12,3.12,2.12,3.0,2.0,2.88,1.62,1.25,2.12,1.0,3.0,3.12,2.88,3.0,0.75,0.62,3.0,3.12,2.88,2.88,2.88,3.75,3.0,2.5,2.38,2.88,0.38,0.62,1.62,
51-4121.00,"Welders, Cutters, Solderers, and Brazers",2.44,2.5,1.75,2.19,1.62,0.32,2.69,2.19,1.81,2.81,2.12,2.44,1.75,1.56,2.19,2.06,2.31,0.88,0.88,1.88,0.5,0.25,2.56,2.5,1.94,2.06,1.88,2.94,2.31,1.81,1.31,2.31,0.69,1.0,1.62,
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.62,2.62,2.0,2.88,1.62,0.75,3.0,2.0,1.88,3.12,2.5,2.75,1.75,1.75,2.25,1.5,2.5,1.25,0.62,2.0,0.25,0.12,3.25,3.12,2.38,2.38,2.12,2.5,2.5,1.25,1.5,2.5,0.38,0.62,1.88,
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3.0,2.88,2.62,2.62,2.88,1.12,3.0,2.62,2.75,3.38,2.5,2.88,1.88,1.62,3.0,1.88,2.62,1.62,0.0,2.62,0.25,0.88,3.75,3.88,3.12,2.75,2.88,3.25,2.62,2.12,1.88,2.62,0.62,1.38,2.25,
51-4192.00,"Layout Workers, Metal and Plastic",2.88,2.88,2.88,2.5,3.12,0.38,3.12,2.62,2.0,3.0,2.75,3.0,1.75,1.62,2.5,2.0,2.88,2.0,0.62,2.0,0.88,0.12,2.75,2.75,2.0,2.0,2.0,2.88,2.75,1.88,1.88,2.5,0.5,0.5,2.25,
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,3.0,2.62,2.75,1.38,1.88,2.75,2.12,2.12,3.0,2.25,2.62,2.12,2.12,2.38,2.12,2.25,1.62,0.5,2.0,0.25,0.0,3.12,3.0,2.38,2.25,2.12,2.75,2.12,1.62,1.62,2.75,0.5,0.88,2.25,
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.0,2.88,2.25,2.38,2.88,0.12,2.88,2.62,2.38,2.75,2.12,2.12,2.12,2.0,2.38,2.0,2.75,1.38,1.12,2.38,0.25,0.5,3.62,3.62,3.38,2.88,3.0,3.25,2.75,2.25,2.25,2.62,1.38,1.75,1.88,
51-5111.00,Prepress Technicians and Workers,3.0,3.0,2.88,3.12,2.0,0.88,3.0,3.0,2.25,3.0,2.75,2.88,2.38,2.12,2.5,2.62,2.88,1.5,1.0,1.75,0.0,0.88,3.0,2.12,1.88,2.12,1.75,2.38,2.88,2.25,2.25,2.75,0.5,0.88,2.25,
51-5112.00,Printing Press Operators,3.12,3.0,2.62,3.0,2.0,0.0,3.12,2.88,2.12,3.25,2.75,3.0,2.38,2.0,2.75,2.62,2.88,0.75,0.75,2.5,0.12,0.62,3.62,3.25,3.12,3.12,3.12,3.25,2.88,2.12,2.12,3.0,0.75,1.88,2.0,
51-5113.00,Print Binding and Finishing Workers,2.88,2.88,2.62,2.75,2.12,0.12,3.0,2.38,2.88,3.0,2.62,2.75,2.25,1.88,2.75,2.25,2.88,0.5,1.0,2.25,1.5,0.88,3.12,3.12,3.12,2.75,2.75,2.88,2.75,2.12,2.38,2.62,0.75,0.75,2.5,
51-6011.00,Laundry and Dry-Cleaning Workers,2.12,2.25,2.12,2.38,0.88,0.0,2.5,2.12,2.12,2.25,2.25,2.25,2.12,2.12,2.12,2.38,2.25,0.88,0.0,1.12,0.0,0.0,2.5,2.12,1.25,2.25,1.25,2.0,2.12,1.62,1.5,2.38,1.0,1.0,2.0,
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1.75,2.0,1.5,2.0,0.75,0.0,2.25,1.5,1.0,2.12,1.75,1.75,1.25,1.12,0.38,1.5,1.75,0.5,0.5,1.12,0.25,0.0,2.12,2.25,1.38,1.75,1.0,1.88,2.12,0.88,1.25,2.0,0.5,0.5,0.75,
51-6031.00,Sewing Machine Operators,2.12,2.12,2.0,1.88,1.88,0.0,2.12,1.88,2.0,2.5,1.88,1.75,1.5,1.5,1.88,1.5,2.12,0.62,0.0,0.75,0.0,0.0,2.12,2.25,1.25,2.0,1.0,2.62,2.0,1.62,1.12,2.12,0.88,0.75,1.5,1.0
51-6041.00,Shoe and Leather Workers and Repairers,2.25,2.25,1.5,2.12,1.0,0.12,2.62,1.75,0.12,2.5,2.25,2.12,2.12,1.38,1.62,2.38,2.0,1.12,0.12,1.5,0.0,0.0,2.25,2.25,0.0,1.62,0.12,2.38,2.38,1.38,0.12,2.12,0.5,0.75,1.75,
51-6042.00,Shoe Machine Operators and Tenders,2.75,2.75,1.75,2.62,1.62,0.12,2.38,1.75,1.12,2.88,1.88,1.88,1.62,1.25,1.38,1.38,2.5,1.25,0.5,2.5,0.0,0.0,2.88,3.0,2.62,2.5,2.25,3.0,2.38,1.62,1.75,2.62,1.0,0.88,1.75,
51-6051.00,"Sewers, Hand",2.25,2.38,2.25,1.88,2.12,0.0,2.38,2.12,2.25,2.62,2.0,1.88,1.88,2.0,2.62,2.12,2.38,1.62,1.0,0.25,0.0,0.0,2.12,2.25,0.0,1.62,0.0,2.0,2.38,1.88,1.75,2.5,1.5,2.0,2.25,
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2.62,3.0,2.25,2.88,1.62,0.0,3.0,2.62,1.75,2.62,2.88,2.5,2.0,2.12,1.88,2.75,2.62,2.12,1.0,1.88,0.0,0.0,2.12,2.38,1.5,1.38,1.25,2.12,2.75,1.25,1.25,2.88,0.75,0.88,2.0,
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2.62,3.0,2.62,2.62,2.5,1.0,2.62,2.0,1.75,2.75,2.38,2.75,1.88,1.62,2.12,2.0,2.25,1.5,0.75,2.0,1.0,0.0,3.62,3.25,2.25,2.12,2.25,3.0,2.38,1.88,2.0,2.25,0.75,0.62,1.88,
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2.62,2.5,2.25,2.12,2.12,0.0,2.75,2.0,2.0,3.25,1.88,2.75,1.62,1.62,2.62,1.62,2.62,1.25,0.75,2.12,1.25,0.75,3.75,3.75,3.25,3.0,3.0,3.12,2.62,2.25,2.12,2.75,0.75,1.12,2.12,
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.25,2.5,1.88,2.5,0.88,0.25,2.5,1.5,1.62,2.88,1.88,2.25,1.75,1.38,2.12,1.62,2.0,1.88,0.25,1.75,0.5,0.0,3.12,2.88,2.38,2.38,1.62,2.5,2.38,1.0,1.12,2.25,0.62,0.5,1.75,
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.12,2.5,2.0,2.38,2.0,0.0,3.0,2.12,2.0,3.0,2.0,2.5,1.62,1.62,2.5,2.0,2.0,1.38,0.5,2.0,1.0,0.0,3.88,3.88,2.5,2.62,2.75,3.0,2.38,2.12,2.12,2.12,0.75,1.0,2.0,
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2.75,3.0,2.62,2.88,1.88,0.62,3.0,2.62,2.12,3.12,2.62,3.0,2.12,2.12,2.38,2.12,2.75,1.5,0.62,2.25,0.0,0.25,3.88,3.25,2.5,2.75,2.62,2.75,2.88,1.75,2.0,2.88,0.75,1.0,2.12,
51-6092.00,Fabric and Apparel Patternmakers,3.25,3.38,2.88,3.0,3.0,0.12,3.38,3.0,3.0,3.25,2.88,2.88,2.62,2.62,3.0,2.75,3.0,2.75,1.5,0.62,0.0,1.25,2.88,2.5,0.12,2.12,0.38,3.12,3.0,2.75,2.38,3.0,1.62,1.88,2.12,
51-6093.00,Upholsterers,3.0,3.0,2.38,2.88,2.5,0.5,3.12,2.88,2.75,3.0,2.5,2.75,2.5,2.25,2.62,2.88,3.0,1.75,1.38,2.12,0.38,0.0,2.88,2.62,1.88,2.0,1.88,2.75,2.88,2.0,2.0,3.0,1.5,1.75,2.25,
51-7011.00,Cabinetmakers and Bench Carpenters,2.62,2.5,2.38,2.5,3.0,0.38,3.0,2.75,2.25,3.12,2.38,2.5,2.25,2.0,2.25,2.0,2.75,2.88,1.5,2.88,0.62,0.75,3.12,2.88,2.88,2.88,2.5,3.38,2.88,2.0,2.0,3.0,1.25,1.5,2.38,
51-7021.00,Furniture Finishers,2.75,3.0,2.25,2.38,1.75,0.12,3.12,2.75,2.25,2.88,2.62,2.75,2.0,2.12,2.62,2.62,2.75,2.0,0.75,2.25,0.0,0.12,3.0,2.62,2.0,2.25,2.12,2.88,2.75,2.0,2.0,2.88,1.25,1.88,2.62,
51-7031.00,"Model Makers, Wood",3.12,3.0,2.75,2.88,2.0,1.0,3.12,2.62,1.88,2.88,2.5,3.0,1.88,1.88,2.38,2.38,3.0,2.88,1.25,0.5,0.5,0.62,2.88,2.88,0.25,1.5,0.0,2.62,2.62,2.25,2.0,2.88,0.75,0.88,2.0,
51-7032.00,"Patternmakers, Wood",3.0,3.0,2.12,2.5,3.0,0.88,3.12,2.5,2.0,3.0,2.62,2.25,1.75,1.5,2.12,1.88,3.0,3.0,1.5,2.75,0.12,0.62,3.0,3.0,2.38,2.25,2.25,3.12,2.88,2.12,2.0,2.62,1.88,2.0,2.0,
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2.62,2.5,1.38,2.12,1.5,0.25,2.75,2.0,1.88,2.88,2.25,2.5,1.62,1.62,2.12,1.62,2.25,1.38,0.38,1.88,0.5,0.12,3.12,3.0,2.62,2.62,2.5,2.88,2.38,1.75,1.5,2.38,0.5,0.75,1.5,
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.75,2.75,1.75,2.5,2.5,0.5,2.88,2.12,2.12,2.88,2.0,2.0,1.75,1.38,1.75,1.38,2.5,1.62,1.38,2.5,1.25,1.12,3.5,3.25,3.0,3.0,3.0,3.0,2.12,0.88,1.62,2.12,0.62,1.12,1.5,
51-8011.00,Nuclear Power Reactor Operators,3.88,3.88,3.0,3.25,2.75,3.0,4.0,3.12,3.0,4.0,3.12,3.25,2.88,2.75,3.0,2.88,3.25,0.5,0.5,0.0,0.0,1.25,3.88,3.75,0.12,3.12,0.38,3.25,3.38,3.0,2.88,3.38,1.25,1.25,3.0,
51-8012.00,Power Distributors and Dispatchers,3.62,3.5,3.12,3.25,2.75,1.5,3.75,3.0,2.62,3.25,3.0,3.62,2.62,2.75,3.0,2.88,3.12,1.88,0.62,1.12,0.12,0.88,3.5,3.0,1.38,2.5,1.38,2.88,3.25,2.75,2.88,3.0,0.75,1.12,3.0,
51-8013.00,Power Plant Operators,3.25,3.12,2.88,3.0,1.88,1.88,3.62,3.0,2.38,3.38,2.75,3.0,2.0,1.62,2.62,2.62,3.0,0.88,1.0,2.25,0.5,0.75,4.0,3.75,3.0,3.12,3.12,3.12,3.12,2.25,2.12,2.75,0.75,0.75,2.38,
51-8013.03,Biomass Plant Technicians,3.0,3.0,3.0,3.0,2.75,1.62,3.12,3.0,3.0,3.25,2.88,2.88,2.5,2.12,2.75,2.88,3.0,1.25,0.88,2.12,0.12,0.75,3.88,3.5,3.12,2.88,2.88,3.0,3.0,2.75,2.25,3.0,1.0,1.62,2.25,
51-8013.04,Hydroelectric Plant Technicians,3.62,3.12,2.88,3.0,3.38,2.25,3.25,3.12,2.62,3.75,2.75,3.0,2.62,2.38,2.88,2.25,3.12,1.12,1.5,3.0,2.62,1.5,4.0,3.62,3.75,3.62,3.75,3.12,3.38,2.62,2.88,2.62,1.12,1.38,2.5,
51-8021.00,Stationary Engineers and Boiler Operators,3.0,3.0,2.75,3.0,1.5,2.12,3.12,2.62,2.12,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,1.75,1.12,2.25,1.25,0.25,3.5,3.25,3.0,3.38,3.5,3.12,3.0,3.0,3.0,3.0,0.5,1.25,2.62,
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.25,3.12,2.88,3.0,3.0,2.12,3.25,3.12,2.75,3.75,2.88,3.12,2.0,1.88,2.88,2.25,3.0,0.75,0.88,2.62,0.25,0.62,3.75,3.25,3.25,3.25,3.25,3.38,3.0,2.62,3.0,3.12,0.75,1.0,2.38,
51-8091.00,Chemical Plant and System Operators,3.75,3.75,3.0,3.12,2.88,2.88,3.75,3.0,2.88,3.75,2.62,2.75,2.12,2.12,2.62,2.12,3.12,2.0,0.0,2.0,0.0,1.0,4.5,3.88,2.75,2.62,2.75,3.5,3.0,2.5,2.75,3.0,1.12,1.38,2.75,
51-8092.00,Gas Plant Operators,3.38,3.25,3.0,3.25,2.75,2.0,3.38,3.12,2.5,3.5,2.62,3.12,2.5,2.62,2.75,1.88,3.12,1.38,1.38,2.75,0.12,0.88,4.62,3.88,3.0,3.38,3.0,3.5,3.0,2.62,2.5,2.62,1.0,1.12,2.62,
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.5,3.0,3.0,2.88,3.38,1.88,3.75,3.25,3.0,3.75,2.62,3.12,2.38,2.5,3.0,2.38,3.25,1.5,1.25,2.25,0.0,1.25,4.75,3.88,2.88,2.88,2.62,3.75,3.25,3.12,2.75,3.0,1.5,1.88,2.62,
51-8099.01,Biofuels Processing Technicians,3.75,3.38,3.0,3.5,2.88,2.5,3.12,2.75,2.75,3.25,3.12,3.12,2.5,2.62,3.0,2.75,3.0,0.25,0.75,2.25,0.88,1.0,3.75,3.5,3.38,3.25,3.12,3.38,3.25,2.88,2.75,3.0,1.38,2.0,2.38,
51-9011.00,Chemical Equipment Operators and Tenders,3.38,3.12,3.0,3.0,2.88,2.12,3.12,2.88,2.5,3.12,2.62,3.12,1.88,1.62,2.62,2.25,2.88,1.75,0.75,2.12,0.0,0.62,3.88,3.88,2.62,2.75,2.25,3.12,3.0,2.62,2.5,2.88,0.5,1.12,2.38,
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.88,3.0,2.88,2.88,2.62,2.0,3.0,2.88,2.88,3.12,2.62,2.88,2.12,2.0,2.62,2.12,2.88,1.0,0.88,1.88,1.75,0.75,3.75,3.12,2.62,2.62,2.62,2.75,2.75,2.5,2.12,2.88,1.38,1.75,2.38,
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.0,3.0,2.88,3.0,2.25,1.5,3.0,2.88,2.75,3.0,2.62,2.88,2.88,2.12,3.0,2.12,2.88,0.62,0.75,2.5,0.25,0.38,4.0,3.75,3.0,3.0,2.88,3.38,2.88,2.38,2.62,3.0,1.0,1.62,2.75,
51-9022.00,"Grinding and Polishing Workers, Hand",2.88,2.88,2.62,2.38,1.75,0.38,2.88,2.25,2.0,2.88,2.25,2.5,2.0,2.0,2.0,2.12,2.5,0.75,1.25,2.25,0.12,0.25,3.12,3.0,2.75,2.75,2.62,2.88,2.5,1.88,1.88,2.62,0.62,0.88,2.0,
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2.88,2.88,2.75,2.5,2.12,2.0,2.88,2.88,2.5,3.0,2.75,2.75,2.12,2.12,2.75,2.12,2.75,0.25,0.25,2.12,0.0,1.0,3.5,3.5,3.12,2.88,2.75,3.0,2.75,2.5,2.0,2.88,1.0,1.12,2.38,
51-9031.00,"Cutters and Trimmers, Hand",2.62,2.88,2.12,2.12,1.12,0.0,2.12,2.0,1.62,2.62,2.75,2.25,2.0,2.0,2.0,2.12,2.12,0.25,0.0,0.12,0.0,0.0,2.12,2.0,0.12,1.25,0.0,2.0,2.5,1.25,1.25,2.62,0.25,0.5,2.0,
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.88,2.75,2.0,2.5,2.12,0.5,2.88,2.0,1.88,3.12,2.5,3.0,1.62,1.62,2.12,1.75,2.75,0.62,0.75,2.12,0.75,1.0,3.62,3.5,3.0,3.0,2.75,3.75,2.62,2.12,2.0,2.38,0.75,1.12,2.0,
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2.75,2.75,2.38,2.38,2.0,0.75,2.75,2.12,2.0,3.12,2.12,2.25,1.75,1.5,2.38,1.75,2.75,1.0,0.88,2.12,1.5,0.25,3.75,3.62,2.62,2.88,2.62,3.12,2.25,2.12,1.62,2.25,0.62,0.88,1.75,
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.0,3.12,2.62,3.0,2.0,1.12,3.0,2.38,1.5,3.12,2.12,2.5,1.5,1.88,2.12,1.75,2.62,0.62,0.38,0.88,0.0,0.25,3.5,3.25,1.5,2.0,1.0,2.75,2.12,1.25,1.25,2.12,0.25,0.38,2.0,
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.0,3.12,3.12,3.0,2.5,1.0,3.25,2.38,2.12,3.12,2.25,2.88,2.25,2.25,2.12,2.0,2.75,1.62,0.75,1.25,0.0,0.62,3.12,2.88,1.38,2.25,1.12,3.38,2.75,2.0,2.12,2.75,0.88,1.0,2.12,
51-9071.00,Jewelers and Precious Stone and Metal Workers,2.94,2.75,2.38,2.62,2.56,0.75,2.94,2.69,2.12,2.62,2.19,2.25,2.75,2.56,2.38,2.5,2.88,2.62,1.5,2.0,0.19,0.06,2.56,2.44,0.94,1.94,1.38,3.25,2.88,1.94,2.13,2.63,2.0,1.94,2.06,
51-9071.06,Gem and Diamond Workers,2.88,3.0,2.88,3.0,2.88,0.62,3.12,2.62,2.12,3.0,2.62,2.38,2.88,1.88,1.75,3.0,2.62,2.38,1.38,2.5,0.0,0.0,2.5,2.25,1.75,1.75,1.5,3.5,3.25,1.5,1.5,2.38,1.88,2.0,2.0,
51-9081.00,Dental Laboratory Technicians,3.12,3.0,2.88,3.0,2.12,1.12,3.12,3.0,3.0,3.0,2.25,2.62,2.0,1.88,2.75,2.12,2.75,1.88,1.75,2.25,0.0,0.12,2.75,2.62,1.38,2.0,1.88,3.25,2.5,2.0,2.0,3.0,0.88,1.88,2.12,
51-9082.00,Medical Appliance Technicians,3.62,3.62,3.0,3.12,2.88,1.62,3.5,3.0,2.88,3.12,3.0,3.0,2.38,2.12,3.12,3.0,3.0,2.25,2.38,2.62,0.88,0.38,3.0,2.75,3.0,3.12,3.0,3.75,3.12,3.0,2.5,3.12,1.38,2.12,2.12,
51-9083.00,Ophthalmic Laboratory Technicians,2.88,2.88,2.62,2.62,2.25,0.88,2.88,2.5,2.38,2.88,2.5,2.5,2.0,1.62,2.25,2.62,2.5,1.25,1.0,2.5,0.0,0.75,2.88,3.12,2.0,2.12,2.5,3.38,2.62,2.0,1.62,2.75,0.88,0.75,2.0,
51-9111.00,Packaging and Filling Machine Operators and Tenders,2.88,2.75,2.25,2.25,2.0,0.0,2.25,2.12,2.25,2.88,2.62,3.0,2.12,2.0,2.25,2.12,2.12,0.0,0.38,1.75,0.0,0.12,3.25,2.88,2.62,2.62,2.25,2.62,2.12,2.0,2.0,2.38,0.25,0.25,2.25,
51-9123.00,"Painting, Coating, and Decorating Workers",2.25,2.25,1.88,2.5,1.12,0.0,2.62,2.0,2.0,2.62,2.75,2.62,2.0,1.88,1.75,2.12,2.0,0.62,0.5,1.25,0.0,0.0,2.25,1.0,0.88,1.75,0.5,2.12,2.25,1.12,1.12,2.38,0.62,0.75,2.12,
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.75,2.25,2.25,2.12,2.0,0.25,2.75,2.12,2.5,3.0,2.12,2.75,2.12,1.88,2.38,2.25,2.62,0.62,0.5,2.62,0.38,0.62,3.75,3.38,2.88,3.0,2.88,3.62,2.38,2.0,2.0,2.62,1.0,1.12,2.0,
51-9141.00,Semiconductor Processing Technicians,3.38,2.88,2.62,2.88,1.75,1.25,2.88,2.25,2.0,3.0,2.75,2.62,2.12,1.88,2.25,2.0,2.75,1.62,1.0,2.12,0.5,0.75,3.5,2.88,2.88,2.75,2.62,3.38,2.88,1.88,1.38,2.75,0.5,0.88,1.75,
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.25,3.38,2.88,3.0,2.25,1.0,3.12,2.88,2.88,3.25,3.0,2.88,2.75,2.62,2.75,3.0,2.75,1.25,1.5,2.62,0.62,1.62,3.12,2.88,2.5,2.5,2.25,2.75,2.75,2.75,2.75,2.88,1.75,1.88,2.12,
51-9161.00,Computer Numerically Controlled Tool Operators,3.62,3.25,2.88,3.0,2.88,1.5,4.0,3.12,3.0,3.88,2.75,2.88,2.5,2.12,3.0,2.12,3.0,2.38,1.88,3.12,2.0,2.62,4.0,3.75,3.12,3.25,3.0,3.75,3.0,2.88,2.88,3.0,1.12,1.5,2.38,
51-9162.00,Computer Numerically Controlled Tool Programmers,3.5,3.0,3.0,3.0,3.5,1.75,3.5,3.62,2.75,3.62,2.75,3.0,2.5,1.88,3.0,1.88,3.38,2.88,2.0,3.0,0.12,4.12,3.75,3.12,2.38,2.75,2.12,3.12,3.12,3.0,3.12,2.88,1.25,2.0,2.5,
51-9191.00,Adhesive Bonding Machine Operators and Tenders,2.5,2.75,2.25,2.62,2.38,0.5,2.75,2.38,2.12,3.12,2.38,3.0,1.88,1.62,2.38,2.0,2.5,0.75,0.25,2.12,0.12,0.62,4.0,3.75,3.12,3.0,2.88,3.5,2.5,2.62,1.88,2.88,0.75,1.25,1.75,
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.25,2.38,2.38,2.25,1.12,0.62,2.12,2.12,2.12,3.0,2.12,2.12,2.0,2.0,2.0,2.0,2.12,0.38,0.0,1.25,0.0,0.12,2.88,3.0,1.75,2.12,1.12,2.25,2.12,1.5,1.88,2.5,0.25,0.38,2.0,
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3.0,3.0,2.88,2.88,2.38,0.88,3.25,3.12,2.38,3.38,2.38,2.88,2.0,2.0,2.75,2.12,3.0,1.5,0.62,2.75,0.5,0.75,3.88,3.62,3.0,3.12,3.0,3.12,3.0,2.25,2.38,3.0,1.25,1.62,2.5,
51-9194.00,Etchers and Engravers,2.88,3.0,2.25,2.62,1.75,0.25,3.12,2.25,2.0,2.88,2.25,2.12,2.0,1.75,2.12,2.12,2.25,1.62,1.5,2.25,0.0,0.62,3.0,2.88,2.12,2.38,1.38,2.88,2.62,1.62,1.12,2.75,1.0,0.88,2.0,
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",3.0,2.88,2.12,2.62,2.38,0.25,2.88,2.5,2.38,2.88,2.62,2.75,2.25,1.88,2.75,2.0,2.88,0.75,0.62,2.25,0.12,0.0,3.12,2.88,2.38,2.75,2.75,2.88,2.62,1.88,1.75,2.75,0.5,1.75,2.12,
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2.88,2.75,2.25,2.38,1.62,0.38,2.88,2.0,2.25,2.62,2.5,2.38,1.5,1.62,2.25,1.62,2.38,2.12,0.75,1.75,0.12,0.5,2.38,2.38,1.38,1.5,1.12,2.38,2.25,1.62,1.62,2.12,0.62,1.0,1.88,
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.0,3.0,2.62,2.75,2.12,1.25,3.0,2.88,2.38,3.0,2.62,2.5,2.0,1.88,2.38,1.75,2.75,1.62,0.88,2.25,0.0,0.38,3.0,2.88,2.38,2.5,2.38,3.0,2.75,1.75,1.88,2.62,1.12,1.62,2.12,
51-9195.05,"Potters, Manufacturing",2.88,2.88,2.62,2.88,1.75,0.62,3.12,2.12,1.38,3.0,2.75,2.5,2.0,1.38,1.75,2.0,2.12,1.88,0.75,0.75,0.0,0.12,3.12,3.12,0.62,1.62,0.62,2.5,2.62,1.88,1.38,2.38,0.75,1.62,1.88,
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2.25,2.75,2.12,2.75,2.0,0.0,2.88,2.25,2.12,3.0,2.5,2.62,2.12,2.12,2.12,2.12,2.38,1.75,0.88,2.25,0.62,0.0,3.12,3.0,2.75,2.62,2.25,2.75,2.25,2.5,2.25,2.62,0.75,1.0,2.0,
51-9197.00,Tire Builders,2.12,2.62,1.75,2.25,1.12,0.0,2.5,1.75,1.88,2.88,2.0,2.0,1.38,1.25,1.88,1.75,2.0,0.38,0.62,1.12,0.12,0.25,3.38,3.12,1.12,2.0,1.0,2.12,2.0,1.12,0.88,2.25,0.5,0.62,1.5,
51-9198.00,Helpers--Production Workers,2.25,2.0,1.62,2.12,1.75,0.25,2.25,1.88,1.88,2.38,2.0,2.38,1.38,1.0,2.0,1.5,2.0,0.62,0.25,1.5,0.0,0.25,2.5,2.5,1.75,1.88,1.75,2.25,1.88,1.12,1.12,1.88,0.62,0.75,1.62,
53-1041.00,Aircraft Cargo Handling Supervisors,3.0,3.0,3.25,3.12,2.88,0.5,3.5,2.88,3.62,3.88,3.25,3.5,2.75,2.5,3.0,2.62,2.88,1.5,0.75,1.62,0.12,0.62,2.38,2.62,1.88,2.0,1.88,2.5,3.0,2.75,2.62,3.5,0.88,2.0,3.75,
